,brand,model,vehicle_age,km_driven,fuel_type,transmission_type,mileage,engine,max_power,seats,Owner_type,selling_price
3582,Maruti,Eeco,8,39600,Petrol,Manual,15.37,1196,73.0,5,2,300000
3583,Hyundai,Santro,11,60000,Petrol,Manual,17.92,1086,62.1,5,2,160000
3584,Maruti,Wagon R,6,52606,Petrol,Manual,18.9,998,67.1,5,3,370000
3585,Audi,A4,9,68370,Diesel,Automatic,17.11,1968,174.33,5,2,1345000
3586,Honda,City,6,70000,Diesel,Manual,26.0,1498,98.6,5,2,655000
3587,Mahindra,KUV,5,30000,Diesel,Manual,25.32,1198,77.0,6,2,475000
3588,Hyundai,Grand,6,80000,Diesel,Manual,24.0,1120,70.0,5,1,415000
3589,Ford,Figo,10,73320,Diesel,Manual,20.0,1399,68.0,5,2,275000
3591,Maruti,Ertiga,5,80000,Diesel,Manual,24.52,1248,88.5,7,3,800000
3592,Maruti,Swift,9,70000,Diesel,Manual,22.9,1248,74.0,5,1,411000
3593,Maruti,Ciaz,7,73000,Diesel,Manual,26.21,1248,88.5,5,2,545000
3594,Hyundai,i20,5,50000,Diesel,Manual,22.54,1396,88.73,5,2,600000
3595,Maruti,Alto,14,17000,Petrol,Manual,19.7,796,46.3,5,1,145000
3596,Hyundai,Verna,10,50000,Diesel,Manual,16.2,1493,110.0,5,3,325000
3597,Maruti,Swift,7,77000,Diesel,Manual,25.2,1248,74.0,5,2,525000
3598,Hyundai,i10,8,13450,Petrol,Manual,19.81,1086,68.05,5,2,290000
3599,Honda,WR-V,2,23000,Diesel,Manual,25.5,1498,98.6,5,2,1000000
3600,Volkswagen,Vento,7,95000,Diesel,Manual,20.54,1598,103.6,5,1,525000
3601,Hyundai,i20,8,55713,Petrol,Manual,17.0,1197,80.0,5,2,350000
3602,Maruti,Alto,10,49100,Petrol,Manual,19.7,796,46.3,5,2,155000
3604,Hyundai,Grand,4,18500,Petrol,Automatic,18.9,1197,81.86,5,1,635000
3605,Maruti,Vitara,5,51000,Diesel,Manual,24.3,1248,88.5,5,1,825000
3606,Maruti,Swift Dzire,2,20000,Diesel,Automatic,28.4,1248,74.02,5,1,855000
3607,Honda,Jazz,5,48000,Diesel,Manual,27.3,1498,98.6,5,1,550000
3608,Skoda,Rapid,7,71000,Diesel,Automatic,21.66,1498,103.52,5,1,550000
3609,Maruti,Eeco,2,34197,Petrol,Manual,16.11,1196,72.42,5,2,465000
3610,Hyundai,i20,5,27000,Petrol,Manual,17.0,1197,80.0,5,1,580000
3612,Hyundai,i20,5,50000,Petrol,Manual,17.0,1197,80.0,5,1,550000
3613,Skoda,Superb,8,49944,Petrol,Manual,13.14,1798,160.0,5,1,470000
3614,Maruti,Swift Dzire,6,12000,Petrol,Manual,19.1,1197,85.8,5,2,650000
3615,Datsun,GO,5,30000,Petrol,Manual,19.44,1198,67.0,7,2,300000
3616,Maruti,Baleno,5,60000,Petrol,Automatic,21.4,1197,83.1,5,1,600000
3617,Maruti,Ertiga,4,35000,Diesel,Manual,24.52,1248,88.5,7,1,950000
3618,Hyundai,i10,6,12450,Petrol,Manual,20.36,1197,78.9,5,1,395000
3619,Hyundai,Grand,4,7500,Petrol,Manual,18.9,1197,81.86,5,2,495000
3620,Maruti,Wagon R,5,15680,Petrol,Automatic,20.51,998,67.04,5,1,451000
3621,Ford,Ecosport,3,15000,Petrol,Manual,17.0,1497,121.36,5,1,900000
3623,Hyundai,Grand,4,15000,Petrol,Automatic,18.9,1197,82.0,5,2,550000
3624,Hyundai,Verna,8,58000,Diesel,Manual,22.32,1582,126.3,5,1,515000
3625,Maruti,Swift Dzire,7,70310,Diesel,Manual,23.4,1248,74.0,5,2,575000
3626,Maruti,Eeco,6,61000,CNG,Manual,20.88,1196,61.7,5,2,390000
3627,Volkswagen,Polo,4,44000,Diesel,Manual,20.14,1498,88.0,5,2,675000
3629,Maruti,Vitara,3,17000,Diesel,Manual,24.3,1248,88.5,5,3,895000
3630,Maruti,Wagon R,10,29000,Petrol,Manual,21.79,998,67.05,5,1,260000
3633,Maruti,Wagon R,5,36100,CNG,Manual,26.6,998,58.16,5,2,414000
3634,Maruti,Swift Dzire,4,50000,Diesel,Manual,19.3,1248,73.9,5,1,730000
3635,Ford,Figo,11,114231,Petrol,Manual,15.6,1196,70.0,5,1,249000
3636,Maruti,Ciaz,4,44046,Diesel,Manual,28.09,1248,88.5,5,3,800000
3637,Maruti,Ertiga,7,72264,CNG,Manual,22.8,1373,80.9,7,1,600000
3638,Renault,KWID,4,15000,Petrol,Manual,23.01,999,67.0,5,2,330000
3639,Hyundai,Verna,9,72000,Diesel,Automatic,22.32,1582,126.32,5,1,521000
3640,Maruti,Vitara,3,36000,Diesel,Manual,24.3,1248,88.5,5,2,800000
3641,BMW,5,10,67512,Diesel,Automatic,18.48,1995,177.0,5,1,1250000
3642,Skoda,Rapid,4,19000,Petrol,Manual,15.0,1598,103.6,5,2,725000
3645,Volkswagen,Polo,3,17000,Petrol,Manual,18.78,999,75.0,5,2,635000
3646,Mercedes-Benz,E-Class,7,54000,Diesel,Automatic,10.0,2148,170.0,5,1,1475000
3648,Honda,Jazz,4,20000,Petrol,Automatic,19.0,1199,88.7,5,2,695000
3649,Honda,City,10,60000,Petrol,Manual,17.0,1497,118.0,5,1,365000
3650,Renault,KWID,3,50000,Petrol,Manual,25.17,799,53.3,5,2,350000
3651,Maruti,Swift,4,64874,Diesel,Manual,25.2,1248,74.0,5,1,635000
3652,Maruti,Ertiga,5,19000,Petrol,Manual,17.5,1373,91.1,7,1,750000
3653,Renault,KWID,3,45000,Petrol,Manual,25.17,799,53.3,5,1,350000
3654,Honda,City,7,70000,Diesel,Manual,26.0,1498,98.6,5,1,600000
3655,Hyundai,i20,5,64000,Diesel,Manual,21.19,1396,88.73,5,2,695000
3656,Volkswagen,Polo,8,55322,Petrol,Manual,16.47,1198,74.0,5,1,421000
3657,Maruti,Swift Dzire,3,19000,Petrol,Manual,21.21,1197,81.8,5,2,741000
3658,Skoda,Rapid,6,47000,Petrol,Manual,15.0,1598,103.5,5,1,485000
3659,Honda,City,14,77433,Petrol,Manual,12.8,1493,100.0,5,2,220000
3660,Hyundai,i20,3,16285,Petrol,Manual,18.6,1197,81.83,5,3,675000
3662,Ford,Ecosport,7,72569,Diesel,Manual,22.7,1498,89.84,5,2,580000
3663,Maruti,Ertiga,7,55000,Diesel,Manual,20.77,1248,88.76,7,2,500000
3664,Maruti,Ciaz,3,35000,Petrol,Manual,20.73,1373,91.1,5,2,800000
3665,Renault,KWID,4,20000,Petrol,Manual,25.17,799,53.3,5,1,375000
3666,Hyundai,i20,4,43000,Petrol,Manual,18.6,1197,81.83,5,1,600000
3668,Maruti,Swift,5,40000,Diesel,Manual,25.2,1248,74.0,5,3,500000
3669,Volkswagen,Vento,10,70000,Diesel,Manual,20.54,1598,103.6,5,1,349000
3670,Datsun,GO,4,40000,Petrol,Manual,19.44,1198,67.0,7,2,421000
3671,Maruti,Alto,6,30000,Petrol,Manual,23.95,998,67.1,5,1,350000
3672,Skoda,Superb,6,68000,Diesel,Automatic,17.2,1968,138.03,5,2,1275000
3673,Honda,Amaze,6,47745,Diesel,Manual,27.4,1498,98.63,5,2,450000
3674,Maruti,Eeco,4,76000,CNG,Manual,21.94,1196,61.7,5,2,395000
3676,Hyundai,i10,10,76000,Petrol,Manual,19.81,1086,68.05,5,2,270000
3677,Tata,Tiago,3,36313,Petrol,Manual,23.84,1199,84.0,5,2,441000
3678,Maruti,Swift Dzire,9,56200,Diesel,Manual,23.4,1248,74.0,5,1,485000
3679,Maruti,Swift Dzire,7,89000,Diesel,Manual,19.3,1248,73.9,5,2,565000
3680,Maruti,Swift,15,127000,Petrol,Manual,16.1,1197,85.0,5,2,145000
3681,Maruti,Ertiga,4,49000,Diesel,Manual,24.52,1248,88.5,7,3,925000
3682,Maruti,Wagon R,7,35000,Petrol,Manual,20.51,998,67.04,5,1,370000
3683,Maruti,Swift,6,50000,Petrol,Manual,20.4,1197,83.11,5,2,425000
3684,Maruti,Swift Dzire,3,40000,Diesel,Automatic,28.4,1248,74.02,5,2,825000
3685,Maruti,Alto,7,48828,Petrol,Manual,22.74,796,47.3,5,1,275000
3686,Maruti,Swift,7,87600,Diesel,Manual,25.2,1248,74.0,5,2,465000
3688,Ford,Figo,11,35000,Petrol,Manual,15.6,1196,70.0,5,2,275000
3689,Hyundai,Verna,9,100000,Diesel,Manual,23.5,1396,88.7,5,3,485000
3690,Renault,KWID,2,27000,Petrol,Automatic,24.04,999,67.0,5,2,460000
3691,Datsun,GO,6,20000,Petrol,Manual,20.63,1198,67.06,5,1,250000
3692,Maruti,Wagon R,7,56795,CNG,Manual,26.2,998,58.2,5,2,340000
3693,Mahindra,Bolero,1,10000,Diesel,Manual,21.0,1498,74.96,7,2,600000
3694,Maruti,Vitara,4,62428,Diesel,Manual,24.3,1248,88.5,5,1,900000
3696,Honda,City,7,45000,Diesel,Manual,26.0,1498,98.6,5,3,675000
3698,Tata,Tiago,4,32000,Petrol,Manual,23.84,1199,84.0,5,2,465000
3699,Hyundai,i20,4,40000,Petrol,Manual,18.6,1197,81.83,5,1,630000
3700,Maruti,Alto,13,60000,Petrol,Manual,19.7,796,46.3,5,1,150000
3701,Maruti,Swift,6,18914,Petrol,Manual,20.4,1197,81.8,5,3,500000
3702,Volkswagen,Polo,8,49000,Diesel,Manual,22.07,1199,73.9,5,2,380000
3703,Honda,Amaze,3,41000,Petrol,Automatic,18.1,1199,88.7,5,2,575000
3704,Skoda,Rapid,5,74601,Diesel,Manual,21.13,1498,108.6,5,1,611000
3706,Hyundai,Verna,5,61000,Diesel,Automatic,19.08,1582,126.2,5,2,760000
3707,Maruti,Swift Dzire,11,50000,Diesel,Manual,19.3,1248,73.9,5,1,300000
3708,Renault,KWID,6,60000,Petrol,Manual,23.01,999,67.0,5,3,315000
3711,Maruti,Celerio,5,36836,Petrol,Automatic,23.1,998,67.04,5,2,460000
3712,Hyundai,Verna,5,7000,Petrol,Manual,17.7,1497,113.42,5,1,665000
3714,Hyundai,i10,10,60000,Petrol,Manual,20.36,1197,78.9,5,2,200000
3715,Maruti,Swift,3,35000,Diesel,Automatic,28.4,1248,74.0,5,2,770000
3716,Maruti,Alto,10,20000,Petrol,Manual,19.7,796,46.3,5,1,170000
3717,Maruti,Alto,9,33700,Petrol,Manual,20.92,998,67.1,5,2,200000
3718,Hyundai,i20,12,96000,Petrol,Manual,17.0,1197,80.0,5,2,275000
3719,Maruti,Baleno,3,4933,Petrol,Manual,21.4,1197,83.1,5,3,710000
3721,Hyundai,Elantra,6,83000,Diesel,Automatic,18.23,1582,126.2,5,2,841000
3723,Mahindra,KUV,5,87000,Diesel,Manual,25.32,1198,77.0,6,2,450000
3724,Hyundai,i20,8,75518,Petrol,Manual,18.5,1197,82.9,5,1,390000
3725,Maruti,Baleno,4,13355,Petrol,Manual,21.4,1197,83.1,5,2,565000
3726,Maruti,Ciaz,6,49000,Petrol,Manual,20.73,1373,91.1,5,1,575000
3727,Honda,Jazz,4,26000,Petrol,Manual,18.7,1199,88.7,5,2,700000
3728,Ford,Ecosport,2,10000,Petrol,Automatic,14.8,1497,121.36,5,1,950000
3729,Maruti,Wagon R,3,27000,Petrol,Automatic,20.51,998,67.0,5,1,550000
3730,Maruti,Ignis,4,30000,Petrol,Manual,20.89,1197,81.8,5,1,415000
3731,Skoda,Rapid,6,55300,Diesel,Automatic,21.66,1498,103.52,5,1,650000
3732,Maruti,Ertiga,4,23000,Diesel,Manual,25.47,1248,88.5,7,2,899000
3733,Maruti,Wagon R,4,25000,Petrol,Automatic,21.79,998,67.05,5,1,425000
3734,Maruti,Baleno,5,15068,Petrol,Manual,21.4,1197,83.1,5,1,560000
3735,Hyundai,i10,9,69000,LPG,Manual,19.0,1086,68.1,5,1,295000
3736,Hyundai,Verna,8,97000,Petrol,Manual,17.01,1591,121.3,5,2,510000
3737,Volkswagen,Polo,8,44900,Petrol,Automatic,17.2,1197,103.6,5,2,495000
3738,Hyundai,i10,8,40000,Petrol,Manual,19.81,1086,68.05,5,2,295000
3739,Hyundai,Santro,3,4075,Petrol,Automatic,20.3,1086,68.07,5,2,550000
3742,Maruti,Ignis,3,10415,Petrol,Manual,20.89,1197,81.8,5,1,491000
3744,Hyundai,Grand,5,28854,Petrol,Manual,18.9,1197,82.0,5,2,535000
3745,Maruti,Swift Dzire,4,25000,Diesel,Manual,28.4,1248,74.02,5,1,754000
3748,Maruti,Wagon R,12,27000,Petrol,Manual,18.9,998,67.1,5,2,185000
3749,Maruti,Ertiga,3,74000,Diesel,Manual,24.2,1498,93.87,7,3,964000
3750,Hyundai,i20,8,76000,Diesel,Manual,21.9,1396,88.76,5,1,375000
3751,Maruti,Alto,3,23493,Petrol,Manual,24.7,796,47.3,5,2,319000
3752,Volkswagen,Vento,5,37900,Petrol,Automatic,18.19,1197,103.2,5,1,749000
3753,Volkswagen,Vento,9,47123,Petrol,Manual,15.04,1598,103.6,5,1,311000
3754,Renault,KWID,4,29000,Petrol,Automatic,24.04,999,67.0,5,2,400000
3755,Honda,Jazz,4,14000,Petrol,Automatic,18.2,1199,88.7,5,1,680000
3757,Hyundai,i20,11,69000,Petrol,Manual,18.5,1197,80.0,5,1,245000
3760,Skoda,Rapid,5,78010,Diesel,Automatic,21.66,1498,103.52,5,2,660000
3761,Hyundai,Grand,4,17500,Petrol,Manual,18.9,1197,81.86,5,1,500000
3762,Renault,KWID,5,21000,Petrol,Manual,22.3,799,53.26,5,1,300000
3763,Maruti,Wagon R,6,28000,Petrol,Manual,18.9,998,67.1,5,1,390000
3764,Hyundai,Verna,8,70000,Diesel,Automatic,22.32,1582,126.3,5,2,480000
3765,Datsun,RediGO,3,3200,Petrol,Automatic,23.0,999,67.0,5,2,346000
3767,Maruti,Ertiga,6,56400,CNG,Manual,22.8,1373,80.9,7,2,678000
3770,Honda,City,6,24000,Petrol,Automatic,18.0,1497,117.3,5,1,825000
3771,Maruti,Ertiga,5,76000,Diesel,Manual,24.52,1248,88.5,7,2,825000
3772,Mahindra,Bolero,4,70000,Diesel,Manual,16.5,1493,70.0,7,1,700000
3773,Hyundai,i20,6,112300,Petrol,Manual,18.6,1197,81.83,5,1,535000
3774,Skoda,Rapid,7,66000,Diesel,Automatic,21.66,1498,103.52,5,2,580000
3775,Hyundai,Grand,8,61000,Diesel,Manual,24.0,1120,70.0,5,2,425000
3777,Maruti,Celerio,3,28314,Petrol,Manual,23.1,998,67.04,5,3,490000
3778,Hyundai,i20,11,23000,Petrol,Manual,17.0,1197,80.0,5,1,275000
3779,Hyundai,Venue,1,4000,Petrol,Automatic,18.15,998,118.35,5,3,1185000
3781,Volkswagen,Polo,6,87000,Petrol,Automatic,17.21,1197,103.5,5,1,600000
3782,Hyundai,Grand,6,15000,Petrol,Automatic,18.9,1197,81.86,5,2,525000
3783,Tata,Tiago,3,2500,Petrol,Automatic,23.84,1199,84.0,5,2,495000
3785,Hyundai,i20,6,54625,Petrol,Manual,18.6,1197,81.83,5,1,595000
3786,Hyundai,Verna,2,8000,Petrol,Automatic,17.0,1591,121.3,5,2,1250000
3787,Maruti,Alto,19,120000,Petrol,Manual,18.9,1061,47.0,5,1,50000
3790,Maruti,Ertiga,3,32000,Petrol,Manual,17.5,1373,91.1,7,1,810000
3793,Maruti,Swift,9,73000,Diesel,Manual,22.9,1248,74.0,5,1,385000
3794,Maruti,Baleno,4,23000,Petrol,Manual,21.01,1197,81.8,5,2,600000
3795,Maruti,Swift Dzire,8,120000,Diesel,Manual,23.4,1248,74.0,5,1,475000
3796,Hyundai,Verna,8,30588,Petrol,Manual,16.2,1599,103.2,5,2,490000
3797,Hyundai,i20,3,14577,Petrol,Manual,18.6,1197,81.83,5,2,625000
3798,Maruti,Swift,6,55000,Petrol,Manual,22.0,1197,81.8,5,1,530000
3800,Maruti,Ciaz,3,33000,Diesel,Manual,28.09,1248,88.5,5,1,1000000
3801,Ford,Figo,8,55000,Diesel,Manual,20.0,1399,68.1,5,1,250000
3802,Honda,City,5,90000,Petrol,Automatic,18.0,1497,117.3,5,2,725000
3803,Maruti,Alto,3,6800,Petrol,Manual,23.95,998,67.05,5,1,375000
3805,Toyota,Innova,11,105000,Petrol,Manual,12.4,1998,132.0,8,2,675000
3806,Volkswagen,Vento,7,52455,Diesel,Manual,20.54,1598,103.6,5,3,565000
3807,Hyundai,i20,7,66266,Diesel,Manual,21.27,1396,88.76,5,2,545000
3808,Maruti,Ertiga,6,100000,CNG,Manual,22.8,1373,80.9,7,2,650000
3809,Maruti,Ertiga,5,41974,Diesel,Manual,24.52,1248,88.5,7,2,811000
3811,Maruti,Ertiga,5,84000,Diesel,Manual,24.52,1248,88.5,7,2,825000
3812,Maruti,Swift Dzire,9,106000,Diesel,Manual,19.3,1248,73.9,5,1,370000
3813,Maruti,Eeco,2,25000,Petrol,Manual,15.37,1196,73.0,5,2,411000
3814,Honda,City,7,63762,Diesel,Manual,25.1,1498,98.6,5,1,650000
3816,Audi,A4,9,76000,Diesel,Automatic,16.55,1968,140.0,5,1,1375000
3817,Hyundai,i20,9,56328,Diesel,Manual,21.9,1396,88.76,5,2,370000
3818,Tata,Tiago,2,19247,Petrol,Automatic,24.0,1199,83.81,5,2,550000
3821,Hyundai,i10,5,67817,Petrol,Manual,20.36,1197,78.9,5,1,465000
3822,Maruti,Ciaz,6,40000,Petrol,Manual,20.73,1373,91.1,5,1,715000
3823,Maruti,Alto,4,3600,Petrol,Manual,24.7,796,47.3,5,2,318000
3824,Honda,Amaze,6,73000,Petrol,Manual,18.0,1198,86.7,5,1,450000
3826,Maruti,Wagon R,12,52755,LPG,Manual,17.3,1061,57.5,5,2,233000
3828,Maruti,Vitara,5,90000,Diesel,Manual,24.3,1248,88.5,5,1,750000
3829,Maruti,Ignis,4,30000,Petrol,Manual,20.89,1197,81.8,5,1,500000
3831,Hyundai,i10,10,73000,Petrol,Manual,19.81,1086,68.05,5,2,375000
3832,Hyundai,Grand,5,40000,Petrol,Manual,18.9,1197,82.0,5,2,485000
3833,Datsun,GO,4,58000,Petrol,Manual,20.63,1198,67.06,5,1,360000
3834,Maruti,Ciaz,5,71000,Petrol,Manual,20.73,1373,91.1,5,1,600000
3835,Ford,Ecosport,5,71500,Diesel,Manual,21.7,1498,98.96,5,1,690000
3836,Maruti,Swift Dzire,8,71200,Diesel,Manual,19.3,1248,73.9,5,1,465000
3837,Maruti,Ciaz,5,41000,Diesel,Manual,28.09,1248,88.5,5,2,750000
3838,Hyundai,Verna,8,65512,Diesel,Manual,22.32,1582,126.32,5,1,585000
3839,Ford,Ecosport,6,37000,Petrol,Automatic,15.63,1499,110.4,5,2,665000
3842,Hyundai,Santro,10,50000,Petrol,Manual,17.92,1086,62.1,5,2,250000
3843,Hyundai,Grand,3,11510,Diesel,Manual,24.0,1186,73.97,5,2,550000
3845,Mahindra,KUV100,4,50000,Diesel,Manual,25.32,1198,77.0,6,2,490000
3846,Maruti,Swift,7,117962,Diesel,Manual,25.2,1248,74.0,5,1,480000
3847,Maruti,Ciaz,5,115000,Diesel,Manual,28.09,1248,88.5,5,2,655000
3848,Hyundai,Creta,4,50000,Diesel,Manual,19.67,1582,126.2,5,1,1100000
3849,Maruti,Baleno,3,1300,Petrol,Automatic,21.4,1197,83.1,5,1,890000
3851,Hyundai,i10,10,94000,Petrol,Automatic,16.95,1197,78.9,5,2,355000
3852,Maruti,Swift Dzire,9,43500,Diesel,Manual,19.3,1248,73.9,5,2,420000
3854,Maruti,Eeco,7,30000,Petrol,Manual,15.37,1196,73.0,5,2,250000
3855,Tata,Tiago,4,80000,Petrol,Manual,23.84,1199,84.0,5,2,420000
3856,Hyundai,Verna,7,103247,Diesel,Manual,22.32,1582,126.32,5,1,740000
3857,Honda,City,13,100000,Petrol,Manual,17.7,1497,78.0,5,2,225000
3859,Hyundai,Creta,1,15000,Diesel,Manual,22.1,1396,88.7,5,3,1350000
3860,Maruti,Swift Dzire,4,9691,Diesel,Manual,28.4,1248,74.02,5,1,822000
3861,Renault,KWID,5,87000,Petrol,Manual,22.3,799,53.26,5,1,325000
3862,Renault,KWID,5,37000,Petrol,Manual,25.17,799,53.3,5,1,350000
3863,Maruti,Swift,10,46700,Diesel,Manual,22.9,1248,74.0,5,1,270000
3866,Honda,City,6,120000,Diesel,Manual,26.0,1498,98.6,5,2,600000
3867,Hyundai,i10,10,45000,Petrol,Automatic,19.2,1197,80.0,5,2,385000
3868,Honda,Amaze,3,69000,Diesel,Automatic,23.8,1498,78.9,5,2,860000
3869,Honda,Amaze,2,30000,Diesel,Manual,27.4,1498,98.63,5,1,700000
3870,Hyundai,i20,2,40000,Petrol,Manual,18.6,1197,81.86,5,1,750000
3872,Maruti,Swift,5,49000,Petrol,Manual,21.21,1197,81.8,5,3,490000
3873,Maruti,Alto,9,70000,Petrol,Manual,19.7,796,46.3,5,1,200000
3874,Renault,Duster,6,70000,Diesel,Manual,19.64,1461,108.45,5,2,775000
3875,Tata,Tiago,2,18900,Petrol,Automatic,23.84,1199,83.83,5,2,550000
3876,Hyundai,i10,9,15000,Petrol,Manual,20.36,1197,78.9,5,1,400000
3878,Maruti,Vitara,4,34000,Diesel,Manual,24.3,1248,88.5,5,2,950000
3879,Hyundai,Verna,4,30700,Diesel,Manual,23.9,1582,126.2,5,1,925000
3881,Maruti,Swift Dzire,3,21500,Petrol,Manual,21.21,1197,81.8,5,1,650000
3882,Maruti,Alto,9,55294,Petrol,Manual,20.92,998,67.1,5,1,251000
3883,Maruti,Swift Dzire,3,10000,Diesel,Manual,28.4,1248,74.02,5,2,800000
3884,Maruti,Swift,8,20000,Petrol,Manual,18.6,1197,85.8,5,1,350000
3886,Maruti,Wagon R,12,77000,Petrol,Manual,18.9,1061,67.0,5,2,150000
3887,Maruti,Ertiga,7,72859,Diesel,Manual,20.77,1248,88.8,7,3,600000
3888,Ford,Ecosport,7,77984,Diesel,Manual,22.7,1498,89.84,5,2,565000
3889,Mercedes-Benz,C-Class,7,70000,Diesel,Automatic,14.84,2143,170.0,5,2,1350000
3891,Hyundai,Grand,7,43000,Petrol,Manual,18.9,1197,82.0,5,2,380000
3895,Ford,Figo,7,60000,Diesel,Manual,20.0,1399,68.05,5,1,250000
3896,Volkswagen,Polo,2,37326,Petrol,Manual,18.78,999,75.0,5,2,550000
3897,Maruti,Alto,7,48255,Petrol,Manual,22.74,796,47.3,5,1,250000
3898,Maruti,Baleno,5,45215,Petrol,Automatic,21.4,1197,83.1,5,2,698000
3899,Renault,KWID,4,33000,Petrol,Automatic,24.04,999,67.0,5,1,395000
3901,Hyundai,Verna,4,20000,Petrol,Manual,17.7,1591,121.3,5,2,775000
3902,Maruti,Swift Dzire,2,57000,Diesel,Manual,28.4,1248,74.02,5,1,750000
3904,Honda,City,1,2000,Petrol,Manual,17.8,1498,119.35,5,3,1000000
3905,Hyundai,Creta,2,31700,Diesel,Manual,19.67,1582,126.2,5,1,1350000
3906,Honda,City,4,59000,Petrol,Automatic,18.0,1497,117.6,5,1,900000
3908,Maruti,Swift Dzire,6,77500,Diesel,Manual,26.59,1248,74.0,5,1,480000
3909,Maruti,Swift,2,8000,Petrol,Manual,21.21,1197,81.8,5,2,539000
3910,Ford,Aspire,4,24000,Diesel,Manual,25.83,1498,99.0,5,1,690000
3911,Ford,Ecosport,3,18890,Diesel,Manual,23.0,1498,98.96,5,1,1025000
3912,Hyundai,Grand,3,5000,Petrol,Manual,18.9,1197,81.86,5,1,525000
3913,Hyundai,i10,9,41000,Petrol,Automatic,19.2,1197,80.0,5,1,385000
3914,Maruti,Wagon R,7,40330,Petrol,Manual,20.51,998,67.04,5,2,290000
3916,Skoda,Rapid,5,98000,Diesel,Manual,21.14,1498,103.52,5,1,635000
3918,Tata,Nexon,3,50000,Diesel,Manual,21.5,1497,108.5,5,2,950000
3919,Maruti,Celerio,3,36000,Petrol,Automatic,23.1,998,67.04,5,1,545000
3920,Ford,Figo,7,77000,Diesel,Manual,20.0,1399,68.05,5,1,325000
3921,Maruti,Wagon R,5,58802,Petrol,Manual,18.9,998,67.1,5,2,425000
3922,Ford,Ecosport,3,38959,Diesel,Manual,23.0,1498,98.96,5,1,825000
3923,Maruti,Alto,3,37000,Petrol,Manual,24.7,796,47.3,5,1,349000
3924,Volkswagen,Vento,6,56000,Petrol,Automatic,18.19,1197,103.2,5,1,750000
3925,Maruti,Swift Dzire,8,91000,Diesel,Manual,23.4,1248,74.0,5,2,580000
3927,Volkswagen,Polo,4,100000,Diesel,Manual,20.14,1498,88.0,5,3,615000
3928,Hyundai,i10,9,68000,Petrol,Automatic,16.95,1197,78.9,5,1,370000
3929,Maruti,Wagon R,14,78000,Petrol,Manual,18.9,998,67.1,5,2,160000
3930,Maruti,Alto,2,20000,Petrol,Manual,23.95,998,67.05,5,3,370000
3932,Hyundai,Elantra,8,60000,Diesel,Automatic,19.5,1582,126.24,5,2,750000
3933,Hyundai,i20,5,30000,Petrol,Manual,18.6,1197,81.83,5,2,600000
3934,Hyundai,Creta,4,34800,Petrol,Manual,13.0,1591,121.3,5,1,1150000
3936,Honda,City,8,38000,Petrol,Manual,17.8,1497,117.3,5,1,575000
3938,Ford,Figo,9,70000,Diesel,Manual,20.0,1399,68.0,5,2,195000
3939,Hyundai,i10,5,50979,Petrol,Manual,19.81,1086,68.05,5,2,445000
3940,Maruti,Ertiga,5,65000,Diesel,Manual,24.52,1248,88.5,7,1,700000
3941,Maruti,Swift Dzire,6,45782,Diesel,Manual,19.3,1248,73.9,5,1,410000
3943,Maruti,Baleno,4,26917,Petrol,Manual,21.01,1197,81.8,5,3,645000
3944,Maruti,Alto,11,35000,Petrol,Manual,19.7,796,46.3,5,1,115000
3947,Maruti,Alto,8,15000,Petrol,Manual,22.74,796,47.3,5,3,262000
3948,Honda,Jazz,4,70000,Diesel,Manual,27.3,1498,98.6,5,2,625000
3949,Maruti,Vitara,4,83000,Diesel,Manual,24.3,1248,88.5,5,1,785000
3950,Maruti,Swift Dzire,6,61000,Diesel,Manual,26.59,1248,74.0,5,1,510000
3951,Maruti,Wagon R,13,64521,Petrol,Manual,14.0,1061,64.0,5,2,205000
3952,Maruti,Vitara,3,11000,Diesel,Manual,24.3,1248,88.5,5,3,900000
3953,Hyundai,Verna,8,70000,Diesel,Manual,22.32,1582,126.3,5,1,550000
3957,Maruti,Wagon R,10,69001,Petrol,Manual,17.3,1061,64.0,5,1,290000
3958,Maruti,Swift,3,20000,Petrol,Manual,22.0,1197,81.8,5,2,610000
3959,Maruti,Vitara,4,56000,Diesel,Manual,24.3,1248,88.5,5,1,814000
3960,Maruti,Swift,9,60000,Diesel,Manual,22.9,1248,74.0,5,1,390000
3961,Hyundai,Verna,9,67000,Diesel,Automatic,19.08,1582,126.32,5,2,650000
3964,Hyundai,Grand,5,91288,Diesel,Manual,24.0,1120,70.0,5,2,583000
3965,Mercedes-Benz,C-Class,9,112000,Diesel,Automatic,14.84,2143,167.62,5,1,1450000
3966,Ford,Aspire,5,75000,Petrol,Manual,18.16,1196,86.8,5,2,395000
3968,Hyundai,i20,3,5000,Petrol,Manual,18.6,1197,81.83,5,2,750000
3969,Honda,City,17,79000,Petrol,Automatic,16.8,1497,116.4,5,1,145000
3970,Honda,City,8,31000,Petrol,Manual,17.0,1497,118.0,5,3,560000
3971,Renault,Duster,5,44213,Diesel,Manual,19.6,1461,108.45,5,2,745000
3972,Maruti,Baleno,3,30000,Petrol,Automatic,21.4,1197,83.1,5,1,700000
3973,Honda,Amaze,2,8000,Diesel,Manual,27.4,1498,98.63,5,1,875000
3975,Maruti,Ciaz,5,68429,Diesel,Manual,26.21,1248,88.5,5,1,797000
